primary_key,country,iso_code,population,population_density,median_age,gdp_per_capita,date_minGR,date_maxGR,date_firstNC,date_maxNC,date_maxND,date_3mnthAfter,interval_GRRamp,interval_GRToFirstNC,interval_firstNCToMaxNC,interval_firstNCToMaxND,interval_maxNCToMaxND,index_MaxGR,index_avgMaxGRStartApr1,change_GRRamp,index_string,index_health,index_econ,value_maxNC,value_maxND,value_NC_3mnth,value_TC_3mnth,value_ND_3mnth,value_TD_3mnth,percent_maxNC,percent_maxND,percent_NC_3mnth,percent_ND_3mnth,percent_TC_3mnth,percent_TD_3mnth,percent_newTestsMean,value_totTestsSlope,mobil_residential,mobil_outdoors,mobil_retailRecreation,mobil_parks,mobil_GroceryPharmacy,mobil_transitStations,mobil_workplaces,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H5_Investment in vaccines,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare
KOR2020-08-31,South Korea,KOR,51269183.0,527.967,43.4,,2020-02-01,2020-04-06,2020-01-20,2020-02-29,2020-03-20,2020-02-19,65,-12,28,60,20,80.13,60.31843137254891,66.13,53.790915032679614,62.19215686274518,50.0,909.0,9.0,15.0,46.0,0.0,0.0,0.0017729949002698172,1.7554404953166504e-05,2.925734158861084e-05,0.0,8.972251420507325e-05,0.0,0.0,0.0,7.077922077922077,-4.335064935064935,-18.09090909090909,20.623376623376625,-0.2987012987012987,-15.92207792207792,-7.987012987012987,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,174100000.0,259912237020.78,61600000.0,3635099223.0
ESP2020-08-30,Spain,ESP,46754783.0,93.105,45.5,,2020-01-31,2020-04-05,2020-02-01,2020-08-24,2020-06-19,2020-03-02,65,1,206,139,-66,81.41,68.65697368421043,67.41,67.76684210526327,65.33309210526316,86.92434210526315,19382.0,1179.0,54.0,136.0,0.0,0.0,0.04145458230444573,0.002521667141520045,0.00011549620495511655,0.0,0.00029087933099807136,0.0,1.0337623283019693e-07,5.9854497354497355e-05,16.636815920398007,-44.510926395389774,-56.16447368421053,-44.16447368421053,-31.12862796833773,-50.43653032440056,-40.660526315789475,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,26342520.0,0.0,0.0,4213490754.25
LKA2020-08-31,Sri Lanka,LKA,21413250.0,341.955,34.1,,2020-02-06,2020-04-07,2020-01-28,2020-07-10,2020-03-29,2020-02-27,61,-9,155,61,-103,82.05,62.95803921568624,68.05,63.78071895424848,67.21568627450982,39.54248366013072,256.0,1.0,0.0,1.0,0.0,0.0,0.001195521464513794,4.670005720757008e-06,0.0,0.0,4.670005720757008e-06,0.0,0.0,0.0,23.59756097560976,-38.52195121951221,-47.487804878048784,-25.81707317073171,-40.25609756097561,-40.84146341463415,-38.207317073170735,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,900534736.0,133000000.0,133797097.89
SDN2020-08-31,Sudan,SDN,43849269.0,23.25800000000001,19.7,,2020-03-14,2020-05-29,2020-03-14,2020-06-17,2020-05-30,2020-04-13,76,0,95,77,-18,80.13,69.1785620915032,66.13,80.13692810457505,76.17183006535944,30.718954248366014,520.0,38.0,0.0,19.0,0.0,2.0,0.0011858806585806482,8.666050966550891e-05,0.0,0.0,4.333025483275445e-05,4.5610794560794155e-06,1.0634156751849158e-05,0.011164444547439542,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,300000003.0,0.0,124070000.0
SUR2020-08-31,Suriname,SUR,586634.0,3.612,29.6,,2020-03-15,2020-06-04,2020-03-15,2020-08-19,2020-08-12,2020-04-14,81,0,157,150,-7,78.85,68.66490196078428,64.85,82.37248366013084,75.68300653594756,30.065359477124186,139.0,9.0,0.0,10.0,0.0,1.0,0.023694501171087932,0.0015341763348186432,0.0,0.0,0.0017046403720207151,0.00017046403720207147,0.0017357784694829598,0.012010219688542826,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,147503680.0,0.0,53640000.0
SWZ2020-08-31,Swaziland,SWZ,1160164.0,79.492,21.5,,2020-03-15,2020-04-03,2020-03-15,2020-07-30,2020-07-29,2020-04-14,19,0,137,136,-1,76.28,69.56006535947712,62.28,81.98450980392148,77.66816993464063,25.0,147.0,5.0,1.0,15.0,0.0,0.0,0.012670622429242762,0.00043097355201505993,8.619471040301199e-05,0.0,0.0012929206560451801,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE2020-08-31,Sweden,SWE,10099270.0,24.718000000000004,41.0,,2020-03-09,2020-06-04,2020-02-01,2020-06-26,2020-04-10,2020-03-02,87,-37,109,69,-77,50.64,46.56032679738557,36.64,41.95372549019614,43.658954248366,62.5,1698.0,115.0,3.0,14.0,0.0,0.0,0.016813096392115468,0.0011386961631880323,2.9705117300557374e-05,0.0,0.00013862388073593434,0.0,0.0,0.0,7.013491635186185,-1.6999507945430636,-12.813209494324045,53.98774080560421,-1.912537917087968,-26.94306049822064,-20.818686868686868,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,9900000.0,8162169045.7,44253000.0,648949668.03
CHE2020-08-31,Switzerland,CHE,8654618.0,214.243,43.1,,2020-02-25,2020-05-11,2020-02-26,2020-03-28,2020-04-01,2020-03-27,76,1,32,35,4,67.95,57.541241830065324,53.95,54.484313725490104,59.37071895424842,47.467320261437905,1390.0,78.0,1000.0,10714.0,58.0,161.0,0.01606078974253976,0.0009012529495813679,0.011554524994632923,0.0006701624496887095,0.12379518079249716,0.0018602785241359008,0.0,0.0,13.989003880983182,-21.591345748841995,-47.43165115139637,10.233180428134556,-6.004186289900575,-34.39931594698589,-30.35475578406169,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,329000000.0,70928000000.0,323000000.0,2702000000.0
TJK2020-08-31,Tajikistan,TJK,9537642.0,64.281,23.3,,2020-05-01,2020-06-20,2020-05-01,2020-05-29,2020-05-10,2020-05-31,50,0,28,9,-19,64.74,52.94845528455286,50.74,58.50585365853655,55.443495934959394,39.227642276422756,463.0,8.0,244.0,3807.0,0.0,47.0,0.0048544493492206995,8.387817450057362e-05,0.002558284322267496,0.0,0.03991552629046047,0.0004927842751908701,0.0,0.0,5.6,-24.882352941176467,-27.223529411764698,-19.88235294117647,-21.95294117647059,-34.24705882352941,-21.105882352941176,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2651200.0,0.0,292800.0
TZA2020-08-31,Tanzania,TZA,59734213.0,64.699,17.7,,2020-03-17,2020-04-12,2020-03-17,2020-04-30,2020-04-30,2020-04-16,26,0,44,44,0,38.46,27.344509803921643,24.46,35.47032679738557,32.31718954248361,0.0,174.0,6.0,35.0,88.0,1.0,4.0,0.0002912903531515515,1.0044494936260398e-05,5.859288712818565e-05,1.6740824893767328e-06,0.0001473192590651525,6.696329957506931e-06,2.0094570147485384e-06,0.0013233119103530672,6.959798994974874,-13.862562563787632,-22.525252525252533,-17.07638888888889,-7.75133214920071,-11.657973174366616,-10.301866081229418,3.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,303513025.0
THA2020-08-31,Thailand,THA,69799978.0,135.132,40.1,16277.671,2020-03-06,2020-05-01,2020-01-13,2020-03-31,2020-04-04,2020-02-12,56,-53,25,82,4,81.41,68.53098039215678,67.41,62.060130718954106,64.65215686274527,89.86928104575163,263.0,4.0,1.0,33.0,0.0,0.0,0.0003767909497048839,5.730660832013442e-06,1.4326652080033609e-06,0.0,4.72779518641109e-05,0.0,0.0,0.0,13.377777777777775,-29.371111111111112,-34.755555555555546,-36.62222222222222,-8.011111111111111,-45.2,-22.266666666666666,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1390000000.0,139699324642.0,0.0,19354778041.0
TLS2020-08-31,Timor,TLS,1318442.0,87.176,18.0,,2020-03-22,2020-04-17,2020-03-22,2020-04-17,2020-03-22,2020-04-21,26,0,26,0,-26,74.36,56.4684967320261,60.36,43.29490196078439,50.813071895424784,87.58169934640524,12.0,0.0,3.0,22.0,0.0,0.0,0.000910165179810716,0.0,0.00022754129495267895,0.0,0.0016686361629863124,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO2020-08-31,Togo,TGO,8278737.0,143.366,19.4,1429.8129999999999,2020-03-16,2020-05-26,2020-03-07,2020-08-29,2020-04-17,2020-04-06,71,-9,166,41,-134,68.59,55.510522875817,54.59,60.75444444444443,58.56183006535962,38.72549019607843,39.0,2.0,3.0,44.0,0.0,3.0,0.00047108635049041903,2.4158274384124052e-05,3.6237411576186075e-05,0.0,0.0005314820364507292,3.6237411576186075e-05,0.0,0.0,16.75,-20.263836888435925,-28.88888888888889,-8.585635359116022,-16.666666666666668,-35.666666666666664,-11.511326860841427,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,670274728.37,0.0,1004059.72
TTO2020-08-31,Trinidad and Tobago,TTO,1399491.0,266.886,36.2,,2020-03-13,2020-04-28,2020-03-13,2020-08-27,2020-08-29,2020-04-12,46,0,167,169,2,87.18,70.21424836601305,73.18,73.09032679738567,73.73921568627436,50.81699346405229,159.0,4.0,3.0,112.0,0.0,8.0,0.01136127349157658,0.0002858182010459517,0.00021436365078446377,0.0,0.008002909629286648,0.0005716364020919034,0.0,0.0,20.177777777777774,-43.4088888888889,-48.83333333333334,-41.08888888888889,-18.177777777777774,-65.27777777777777,-43.66666666666666,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,457872110.49,0.0,23260773.0
TUN2020-08-31,Tunisia,TUN,11818618.0,74.22800000000002,32.7,10849.296999999999,2020-03-09,2020-05-07,2020-03-03,2020-08-20,2020-04-05,2020-04-02,59,-6,164,33,-137,82.05,57.687189542483644,68.05,53.15169934640529,54.53993464052287,75.0,242.0,5.0,32.0,394.0,1.0,10.0,0.0020476167348838924,4.230613088603083e-05,0.00027075923767059737,8.461226177206168e-06,0.0033337231138192303,8.461226177206166e-05,2.095563683221394e-05,0.0027170440821256037,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,816000000.0,0.0,34231980.0
TUR2020-08-31,Turkey,TUR,84339067.0,104.914,31.6,,2020-03-12,2020-04-19,2020-03-12,2020-04-12,2020-04-20,2020-04-11,38,0,31,39,8,76.28,68.10790849673228,62.28,64.01196078431377,66.98738562091495,74.26470588235293,5138.0,127.0,4747.0,47029.0,98.0,1006.0,0.006092075929651913,0.00015058264754102627,0.005628471085647651,0.00011619763353559506,0.055761821505566335,0.001192804278947027,0.0001398953447889441,0.13280176805955568,14.304919197300658,-35.01932889579192,-49.64319930323705,-20.643187250996014,-15.940759344068544,-53.02202027263195,-35.847478308026034,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,15432708096.0,5000000.0,0.0
UGA2020-08-31,Uganda,UGA,45741000.0,213.759,16.4,1697.707,2020-03-22,2020-03-30,2020-03-22,2020-08-24,2020-08-21,2020-04-21,8,0,155,152,-3,78.85,71.8209803921568,64.85,84.64130718954259,77.48058823529419,40.68627450980392,415.0,4.0,1.0,56.0,0.0,0.0,0.0009072823069019043,8.744889705078595e-06,2.1862224262696493e-06,0.0,0.00012242845587110028,0.0,0.0,0.0,21.29957805907173,-37.31887520713102,-47.71007371007371,-15.172222222222222,-43.2093023255814,-55.35833333333333,-25.144444444444453,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,432421867.83,0.0,6793553879.0
UKR2020-08-31,Ukraine,UKR,43733759.0,77.39,41.4,,2020-03-12,2020-05-07,2020-03-04,2020-08-26,2020-08-27,2020-04-03,56,-8,167,176,1,80.13,62.27607843137257,66.13,65.28137254901961,66.77895424836588,37.5,3331.0,85.0,103.0,897.0,2.0,22.0,0.0076165417200931675,0.00019435786436743292,0.00023551600035112466,4.573126220410187e-06,0.002051047109853969,5.030438842451206e-05,4.045457810362858e-08,0.0014403998778998778,9.0,-21.086666666666666,-34.322222222222216,7.288888888888889,-12.244444444444444,-33.94444444444444,-32.21111111111111,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,4153198772.52,0.0,3180674303.37
ARE2020-08-31,United Arab Emirates,ARE,9890400.0,112.442,34.0,,2020-03-01,2020-04-13,2020-01-27,2020-05-23,2020-05-11,2020-02-26,43,-34,83,105,-12,85.26,67.29065359477121,71.26,64.44477124182994,70.4354901960785,50.0,994.0,13.0,0.0,13.0,0.0,0.0,0.010050149640055005,0.00013144058885383806,0.0,0.0,0.00013144058885383806,0.0,0.0,0.0,19.00614439324117,-37.28645833333333,-39.62222222222222,-49.111111111111114,-17.843055555555555,-49.68229166666666,-30.17361111111111,3.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,71885876106.0,10000000.0,0.0
GBR2020-08-31,United Kingdom,GBR,67886004.0,272.898,40.8,,2020-01-31,2020-06-08,2020-02-01,2020-04-24,2020-04-22,2020-03-02,129,1,84,81,-2,78.85,73.71732026143799,64.85,71.12450980392167,68.93411764705868,100.0,5487.0,1224.0,5.0,47.0,0.0,0.0,0.008082667525989599,0.0018030226083126054,7.3652884326495345e-06,0.0,6.923371126690561e-05,0.0,0.0,0.0,12.478063874461267,-26.24983044904183,-38.84003194037796,-9.5,-13.111510476023495,-35.04264640143049,-34.75496342737722,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,254591132.11,542433056815.24,207860000.0,14782216040.71
USA2020-08-31,United States,USA,331002647.0,35.60800000000001,38.3,,2020-03-02,2020-03-27,2020-01-21,2020-07-25,2020-04-16,2020-02-20,25,-41,145,86,-100,71.47,69.8051633986926,57.47,70.27869281045719,71.13810457516323,62.5,78427.0,4928.0,0.0,15.0,0.0,0.0,0.023693768225364068,0.0014888098462850054,0.0,0.0,4.531685814585041e-06,0.0,0.0,0.0,12.56431623931624,-12.983664440673435,-26.46901709401709,29.022917112872143,-4.227777777777779,-30.00106837606837,-33.243376068376065,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1950000000.0,2539521243630.0,2170950000.0,410075135000.0
URY2020-08-31,Uruguay,URY,3473727.0,19.751,35.6,,2020-03-15,2020-04-02,2020-03-15,2020-03-30,2020-04-03,2020-04-14,18,0,15,19,4,66.03,51.76450980392164,52.03,47.16732026143786,48.86287581699353,67.72875816993465,36.0,2.0,7.0,472.0,0.0,8.0,0.0010363508704051873,5.757504835584374e-05,0.00020151266924545307,0.0,0.013587711411979122,0.00023030019342337496,0.0,0.0,13.775026910656619,-38.64799928382892,-44.57630522088353,-58.48137854363535,-21.909868421052632,-50.87043418332185,-17.402010050251256,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,520000000.0,0.0,0.0
UZB2020-08-31,Uzbekistan,UZB,33469199.0,76.134,28.2,,2020-03-16,2020-04-28,2020-03-16,2020-08-18,2020-08-18,2020-04-15,43,0,155,155,0,84.62,71.66058823529411,70.62,77.58307189542498,75.59836601307201,50.0,1156.0,12.0,167.0,1165.0,0.0,4.0,0.003453921917880377,3.585386073924267e-05,0.0004989662286211271,0.0,0.003480812313434809,1.195128691308089e-05,0.0,0.0,,,,,,,,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1472818730.0,0.0,66565444.0
VEN2020-08-31,Venezuela,VEN,28435943.0,36.253,29.0,,2020-03-15,2020-06-22,2020-03-15,2020-08-12,2020-08-30,2020-04-14,99,0,150,168,18,75.64,72.38562091503275,61.64,84.12751633986944,76.45581699346391,50.0,2133.0,17.0,8.0,189.0,0.0,9.0,0.007501070036608245,5.978349302500713e-05,2.8133408482356294e-05,0.0,0.0006646517753956674,3.1650084542650824e-05,6.382767049434583e-05,0.054348468462901166,17.955555555555556,-46.00222222222222,-54.4111111111111,-47.477777777777774,-33.96666666666667,-55.4,-38.755555555555546,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,10000002.0
VNM2020-08-31,Vietnam,VNM,97338583.0,308.127,32.6,6171.884,2020-01-29,2020-04-09,2020-01-24,2020-07-31,2020-08-12,2020-02-23,71,-5,184,201,12,85.9,67.00503267973852,71.9,68.95986928104577,73.45686274509808,31.535947712418302,50.0,4.0,0.0,16.0,0.0,0.0,5.136709253308115e-05,4.109367402646492e-06,0.0,0.0,1.6437469610585972e-05,0.0,0.0,0.0,9.433304272013947,-21.40621533756409,-27.892947635135137,-20.971131394608364,-20.098514635211888,-32.08938673908124,-5.979096283783784,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,17860000000.0,60050.0,86180.0
YEM2020-08-31,Yemen,YEM,29825968.0,53.508,20.3,,2020-04-10,2020-05-01,2020-04-10,2020-06-16,2020-07-13,2020-05-10,21,0,67,94,27,40.38,32.00375000000001,26.38000000000001,46.229999999999826,37.827152777777854,0.0,116.0,52.0,0.0,34.0,0.0,7.0,0.0003889228339546264,0.0001743447186693153,0.0,0.0,0.00011399462374532153,2.3469481359330906e-05,0.00029985950497901697,0.1046403411197627,6.1555555555555586,-7.18,-8.622222222222222,-10.466666666666667,1.6333333333333333,-9.344444444444443,-9.1,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ZMB2020-08-31,Zambia,ZMB,18383956.0,22.995,17.7,,2020-03-19,2020-05-02,2020-03-19,2020-07-18,2020-07-15,2020-04-18,44,0,121,118,-3,63.14,48.77052287581688,49.14,50.07640522875825,53.09398692810456,25.0,527.0,40.0,4.0,52.0,0.0,2.0,0.0028666300115165635,0.00021758102554205415,2.1758102554205414e-05,0.0,0.00028285533320467044,1.0879051277102707e-05,0.0,0.0,11.311111111111117,-8.419999999999998,-12.6,-1.4888888888888892,-4.111111111111111,-16.433333333333334,-7.466666666666668,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,572956000.0,0.0,38360000.0
ZWE2020-08-31,Zimbabwe,ZWE,14862927.0,42.729,19.6,1899.775,2020-03-21,2020-04-09,2020-03-21,2020-08-02,2020-08-13,2020-04-20,19,0,134,145,11,71.15,66.13725490196096,57.15000000000001,81.16647058823517,73.826405228758,23.8562091503268,490.0,18.0,0.0,25.0,0.0,3.0,0.0032967934243369424,0.00012110669722054074,0.0,0.0,0.00016820374613963994,2.0184449536756796e-05,0.0,0.0,28.82198952879581,-39.289466481346395,-43.195729537366546,-38.72375690607735,-27.11673151750973,-58.44852941176471,-28.96258503401361,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.1,1315000000.0,0.0,50.0
