location,primary_key_reaction,iso_code,minDate,maxDate,maxValue,changeGovResp,ramp_up_duration,population,population_density,median_age,newCases_startDate,CaseVsResp_Interval,AvgMaxGovResp_StartApr1,MaxNewCases_date,MaxNewCases_value,StartToMaxNewCases_Interval,MaxNewDeaths_date,MaxNewDeaths_value,MaxNewCasesToMaxNewDeaths_Interval,FirstNewCaseToMaxNewDeaths,3mth_date,newCases_3mnth,totCases_3mnth,newDeaths_3mnth,totDeaths_3mnth,gdp_per_capita,StringencyIndex_updated,ContainmentHealthIndex_updated,EconomicSupportIndex_updated,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,avgOutdoorMobil
Mongolia,MNG2020-08-31,MNG,2020-03-10,2020-05-05,80.77,66.77,56 days 00:00:00.000000000,3278292.0,1.98,28.6,2020-03-10,0 days 00:00:00.000000000,63.51647058823541,2020-05-16,74.0,67 days 00:00:00.000000000,2020-03-10,0.0,-67 days +00:00:00.000000000,0 days 00:00:00.000000000,2020-04-09,1.0,16.0,0.0,0.0,,64.38026143790844,65.88163398692794,50.49019607843139,-7.3,13.88888888888889,7.95,-3.611111111111111,-2.425414364640884,2.1277777777777778,1.7004726826273788
Morocco,MAR2020-08-31,MAR,2020-03-13,2020-06-01,85.26,71.26,80 days 00:00:00.000000000,36910558.0,80.08,29.6,2020-03-03,-10 days +00:00:00.000000000,75.39307189542501,2020-08-20,2755.0,160 days 00:00:00.000000000,2020-08-20,62.0,0 days 00:00:00.000000000,170 days 00:00:00.000000000,2020-04-02,37.0,654.0,3.0,39.0,,80.08261437908511,75.94320261437896,72.38562091503267,-74.13333333333334,-49.13333333333333,-61.56666666666667,-66.72222222222223,-53.25555555555555,25.233333333333334,-60.96222222222222
Mozambique,MOZ2020-08-31,MOZ,2020-03-23,2020-06-17,66.03,52.03,86 days 00:00:00.000000000,31255435.0,37.728,17.7,2020-03-23,0 days 00:00:00.000000000,55.616339869281084,2020-08-11,142.0,141 days 00:00:00.000000000,2020-08-03,2.0,-8 days +00:00:00.000000000,133 days 00:00:00.000000000,2020-04-22,0.0,39.0,0.0,0.0,,65.51712418300657,65.72313725490177,0.0,-21.13276836158192,-9.816666666666666,-30.263513513513512,-26.622317596566525,-0.32012513034410844,12.075675675675676,-17.631078253734547
Myanmar,MMR2020-08-31,MMR,2020-03-17,2020-04-28,70.51,56.510000000000005,42 days 00:00:00.000000000,54409794.0,81.721,29.1,2020-03-24,7 days 00:00:00.000000000,64.34431372549011,2020-08-30,93.0,166 days 00:00:00.000000000,2020-04-09,2.0,-143 days +00:00:00.000000000,16 days 00:00:00.000000000,2020-04-23,6.0,127.0,0.0,5.0,5591.597,79.6552287581701,75.77882352941178,1.4705882352941178,,,,,,,
Namibia,NAM2020-08-31,NAM,2020-03-15,2020-04-17,72.44,58.44,33 days 00:00:00.000000000,2540916.0,3.0780000000000003,22.0,2020-03-15,0 days 00:00:00.000000000,63.45771241830069,2020-08-24,316.0,162 days 00:00:00.000000000,2020-08-24,6.0,0 days 00:00:00.000000000,162 days 00:00:00.000000000,2020-04-14,0.0,16.0,0.0,0.0,,61.52398692810465,62.45928104575178,68.95424836601308,-34.143884892086334,-15.845272206303726,-30.833333333333332,-58.69444444444444,-25.278551532033426,14.823529411764707,-32.959097281640254
Nepal,NPL2020-08-31,NPL,2020-01-24,2020-03-30,88.46,74.46,66 days 00:00:00.000000000,29136808.0,204.43,25.0,2020-01-25,1 days 00:00:00.000000000,83.45130718954242,2020-06-25,1702.0,153 days 00:00:00.000000000,2020-08-31,14.0,67 days 00:00:00.000000000,219 days 00:00:00.000000000,2020-02-24,0.0,1.0,0.0,0.0,2442.804,90.21934640522888,86.59254901960779,66.17647058823529,-34.73913043478261,-27.695652173913043,-23.6231884057971,-31.231884057971016,-30.217391304347824,11.81159420289855,-29.50144927536232
Netherlands,NLD2020-08-31,NLD,2020-03-09,2020-03-31,71.15,57.150000000000006,22 days 00:00:00.000000000,17134873.0,508.544,43.2,2020-02-28,-10 days +00:00:00.000000000,60.58679738562094,2020-04-11,1335.0,33 days 00:00:00.000000000,2020-04-08,234.0,-3 days +00:00:00.000000000,40 days 00:00:00.000000000,2020-03-29,1159.0,9762.0,93.0,639.0,,58.79790849673228,60.24215686274505,62.5,-32.251282051282054,-6.495726495726496,55.702586206896555,-48.78290598290598,-34.305128205128206,12.57008547008547,-13.226491305629235
New Zealand,NZL2020-08-31,NZL,2020-02-28,2020-04-01,89.1,75.1,33 days 00:00:00.000000000,4822233.0,18.206,37.9,2020-02-28,0 days 00:00:00.000000000,58.325490196078405,2020-03-31,95.0,32 days 00:00:00.000000000,2020-04-14,4.0,14 days 00:00:00.000000000,46 days 00:00:00.000000000,2020-03-29,60.0,476.0,1.0,1.0,,49.9145098039216,55.98954248366014,71.16013071895425,-53.92312925170068,-22.177668539325843,-51.8125,-51.28615071283096,-28.40909090909091,15.184238551650692,-41.52170788258967
Nicaragua,NIC2020-08-31,NIC,2020-04-15,2020-04-15,14.1,0.09999999999999964,0 days 00:00:00.000000000,6624554.0,51.667,27.3,2020-03-19,-27 days +00:00:00.000000000,12.116339869281015,2020-05-27,480.0,42 days 00:00:00.000000000,2020-05-27,18.0,0 days 00:00:00.000000000,69 days 00:00:00.000000000,2020-04-18,0.0,9.0,0.0,1.0,,13.435751633986944,14.321111111111117,0.0,-35.23748544819558,-18.843980343980345,-28.3285472972973,-35.15732087227414,-14.525,11.469945355191257,-26.41846679234947
Niger,NER2020-08-31,NER,2020-03-21,2020-04-15,52.56,38.56,25 days 00:00:00.000000000,24206636.0,16.955,15.1,2020-03-21,0 days 00:00:00.000000000,33.332222222222235,2020-04-07,69.0,17 days 00:00:00.000000000,2020-04-06,5.0,-1 days +00:00:00.000000000,16 days 00:00:00.000000000,2020-04-20,9.0,648.0,1.0,20.0,,32.96869281045755,34.553921568627466,26.633986928104573,-15.738888888888889,-4.822222222222222,-21.566666666666666,-28.944444444444443,-6.4914529914529915,9.272222222222222,-15.512735042735041
Nigeria,NGA2020-08-31,NGA,2020-02-28,2020-04-23,69.55,55.55,55 days 00:00:00.000000000,206139587.0,209.588,18.1,2020-02-28,0 days 00:00:00.000000000,63.015163398692685,2020-07-02,790.0,125 days 00:00:00.000000000,2020-06-17,31.0,-15 days +00:00:00.000000000,110 days 00:00:00.000000000,2020-03-29,16.0,97.0,0.0,1.0,,74.87490196078446,73.93470588235301,2.9411764705882355,-23.83679169992019,-19.768345894486316,-21.334291187739463,-32.94461697722567,-16.419005847953215,12.710303633648582,-22.86061032146497
Norway,NOR2020-08-31,NOR,2020-03-11,2020-04-01,75.0,61.0,21 days 00:00:00.000000000,5421242.0,14.462,39.7,2020-02-27,-13 days +00:00:00.000000000,56.5232026143791,2020-03-28,425.0,17 days 00:00:00.000000000,2020-04-15,13.0,18 days 00:00:00.000000000,48 days 00:00:00.000000000,2020-03-28,425.0,3581.0,2.0,16.0,,47.43339869281057,50.89130718954259,87.5,-26.575,-2.870967741935484,58.03780718336484,-36.09537037037037,-34.44722222222222,10.529906542056075,-8.390150630232647
Oman,OMN2020-08-31,OMN,2020-02-03,2020-07-25,91.67,77.67,173 days 00:00:00.000000000,5106622.0,14.98,30.7,2020-02-25,22 days 00:00:00.000000000,82.97562091503265,2020-07-14,2164.0,162 days 00:00:00.000000000,2020-08-06,67.0,23 days 00:00:00.000000000,163 days 00:00:00.000000000,2020-03-26,15.0,99.0,0.0,0.0,,88.7172549019607,87.74078431372554,56.78104575163399,-29.10126582278481,-21.883544303797468,-25.77690288713911,-32.699367088607595,-13.717921527041357,10.286868686868686,-24.63580032587407
Pakistan,PAK2020-08-31,PAK,2020-02-23,2020-05-01,82.69,68.69,68 days 00:00:00.000000000,220892331.0,255.573,23.5,2020-02-27,4 days 00:00:00.000000000,69.72156862745113,2020-06-14,6825.0,112 days 00:00:00.000000000,2020-06-20,153.0,6 days 00:00:00.000000000,114 days 00:00:00.000000000,2020-03-28,0.0,1197.0,0.0,9.0,5034.708,72.5565359477124,70.92999999999991,63.071895424836605,-37.10634920634921,-25.305,-5.5246913580246915,-33.84603174603175,-23.42222222222222,12.261904761904763,-25.040858906525575
Palestine,PSE2020-08-31,PSE,2020-03-06,2020-04-21,80.77,66.77,46 days 00:00:00.000000000,5101416.0,778.202,20.4,2020-03-06,0 days 00:00:00.000000000,72.67013071895444,2020-08-29,724.0,176 days 00:00:00.000000000,2020-08-11,7.0,-18 days +00:00:00.000000000,158 days 00:00:00.000000000,2020-04-05,0.0,155.0,0.0,1.0,,86.05294117647085,77.97823529411737,43.4640522875817,,,,,,,
Panama,PAN2020-08-31,PAN,2020-03-10,2020-04-30,83.33,69.33,51 days 00:00:00.000000000,4314768.0,55.133,29.7,2020-03-10,0 days 00:00:00.000000000,76.808954248366,2020-07-14,1540.0,126 days 00:00:00.000000000,2020-07-25,41.0,11 days 00:00:00.000000000,137 days 00:00:00.000000000,2020-04-09,279.0,2528.0,4.0,63.0,,86.34575163398688,81.25470588235312,52.36928104575163,-71.9,-50.32222222222222,-63.84444444444444,-68.38888888888889,-60.9,33.98888888888889,-63.07111111111111
Papua New Guinea,PNG2020-08-31,PNG,2020-03-21,2020-04-16,78.53,64.53,26 days 00:00:00.000000000,8947027.0,18.22,22.6,2020-03-21,0 days 00:00:00.000000000,59.65594771241829,2020-08-13,55.0,145 days 00:00:00.000000000,2020-07-29,1.0,-15 days +00:00:00.000000000,130 days 00:00:00.000000000,2020-04-20,0.0,7.0,0.0,0.0,,56.44444444444451,59.83797385620903,58.66013071895425,-7.911111111111111,9.733333333333333,-11.244444444444444,-27.58888888888889,9.477777777777778,6.12987012987013,-5.506666666666667
Paraguay,PRY2020-08-31,PRY,2020-03-07,2020-04-09,85.9,71.9,33 days 00:00:00.000000000,7132530.0,17.144000000000002,26.5,2020-03-08,1 days 00:00:00.000000000,80.02882352941197,2020-08-31,721.0,177 days 00:00:00.000000000,2020-08-16,19.0,-15 days +00:00:00.000000000,161 days 00:00:00.000000000,2020-04-07,0.0,113.0,0.0,5.0,8827.01,84.86196078431388,80.9430065359479,75.0,-46.023622047244096,-31.982252559726962,-51.12641937925814,-58.92759706190976,-22.770228536133416,18.959128065395095,-42.16602391685448
Peru,PER2020-08-31,PER,2020-03-06,2020-05-01,87.18,73.18,56 days 00:00:00.000000000,32971846.0,25.129,29.1,2020-03-07,1 days 00:00:00.000000000,82.79235294117655,2020-08-17,10143.0,164 days 00:00:00.000000000,2020-08-14,3935.0,-3 days +00:00:00.000000000,160 days 00:00:00.000000000,2020-04-06,535.0,2281.0,10.0,83.0,,87.87686274509821,84.21032679738559,75.0,-69.57255244755245,-51.386950611690075,-57.41687242798354,-71.3156089193825,-50.775720164609055,28.472176308539947,-60.09354091424352
Philippines,PHL2020-08-31,PHL,2020-01-31,2020-04-13,91.67,77.67,73 days 00:00:00.000000000,109581085.0,351.8730000000001,25.2,2020-01-30,-1 days +00:00:00.000000000,76.05254901960801,2020-08-11,6725.0,193 days 00:00:00.000000000,2020-07-13,162.0,-29 days +00:00:00.000000000,165 days 00:00:00.000000000,2020-02-29,0.0,3.0,0.0,1.0,,86.11189542483656,86.0018954248365,21.323529411764707,-44.82602339181287,-33.340643274853804,-27.336988304093566,-44.79093567251462,-33.43201754385965,18.046783625730995,-36.7453216374269
Poland,POL2020-08-31,POL,2020-03-10,2020-04-09,66.03,52.03,30 days 00:00:00.000000000,37846605.0,124.027,41.8,2020-03-04,-6 days +00:00:00.000000000,55.82836601307188,2020-08-22,903.0,165 days 00:00:00.000000000,2020-04-25,40.0,-119 days +00:00:00.000000000,52 days 00:00:00.000000000,2020-04-03,392.0,2946.0,14.0,57.0,,59.78928104575166,59.160849673202456,37.5,-41.08104575163399,-18.69049180327869,4.701904136572554,-46.90915032679739,-28.666013071895424,11.961437908496732,-26.12895936340659
Portugal,PRT2020-08-31,PRT,2020-03-01,2020-04-10,83.97,69.97,40 days 00:00:00.000000000,10196707.0,112.371,46.2,2020-03-03,2 days 00:00:00.000000000,71.37013071895431,2020-04-11,1516.0,41 days 00:00:00.000000000,2020-04-25,60.0,14 days 00:00:00.000000000,53 days 00:00:00.000000000,2020-04-02,808.0,8251.0,27.0,187.0,,72.48032679738577,72.4914379084966,65.19607843137257,-54.925396825396824,-26.674074074074074,-33.959336543606206,-53.981070496083554,-41.48465608465609,20.700367647058822,-42.204906804763354
Puerto Rico,PRI2020-08-31,PRI,2020-03-28,2020-05-01,86.54,72.54,34 days 00:00:00.000000000,2860840.0,376.232,38.2,2020-03-28,0 days 00:00:00.000000000,75.56888888888902,2020-08-02,1091.0,127 days 00:00:00.000000000,2020-08-16,18.0,14 days 00:00:00.000000000,141 days 00:00:00.000000000,2020-04-27,64.0,1371.0,1.0,84.0,,78.98019607843145,76.56522875816987,70.09803921568627,-47.81660812844957,-30.221561161351737,-52.162659123055164,-70.50225225225225,-40.27894736842105,20.687196110210696,-48.19640560670596
Qatar,QAT2020-08-31,QAT,2020-03-08,2020-07-24,80.77,66.77,138 days 00:00:00.000000000,2881060.0,227.322,31.9,2020-03-01,-7 days +00:00:00.000000000,77.26352941176484,2020-05-31,2355.0,84 days 00:00:00.000000000,2020-06-20,7.0,20 days 00:00:00.000000000,111 days 00:00:00.000000000,2020-03-31,59.0,693.0,0.0,1.0,,81.66346405228771,83.33287581699341,43.87254901960785,-48.98888888888889,-20.433333333333334,-38.022222222222226,-49.111111111111114,-31.488888888888887,21.27777777777778,-37.608888888888885
Romania,ROU2020-08-31,ROU,2020-03-08,2020-04-28,82.69,68.69,51 days 00:00:00.000000000,19237682.0,85.12899999999998,43.0,2020-02-27,-10 days +00:00:00.000000000,64.27980392156874,2020-08-28,1504.0,173 days 00:00:00.000000000,2020-08-26,58.0,-2 days +00:00:00.000000000,181 days 00:00:00.000000000,2020-03-28,263.0,1292.0,7.0,24.0,,61.094248366013176,60.05875816993447,87.5,-45.13971539456662,-22.859948320413437,-25.27242181442233,-39.99766233766234,-32.13049095607235,11.38563170933113,-33.080047764627416
Russia,RUS2020-08-31,RUS,2020-03-05,2020-05-01,83.97,69.97,57 days 00:00:00.000000000,145934460.0,8.823,39.6,2020-02-01,-33 days +00:00:00.000000000,75.59483660130735,2020-07-18,12640.0,135 days 00:00:00.000000000,2020-06-19,312.0,-29 days +00:00:00.000000000,139 days 00:00:00.000000000,2020-03-02,0.0,2.0,0.0,0.0,,73.8704575163398,78.42294117647045,60.04901960784314,-28.0,-8.644444444444444,-3.3444444444444446,-31.011111111111113,-29.27777777777778,7.9,-20.055555555555554
Rwanda,RWA2020-08-31,RWA,2020-03-15,2020-03-21,82.05,68.05,6 days 00:00:00.000000000,12952209.0,494.869,20.3,2020-03-15,0 days 00:00:00.000000000,70.85947712418292,2020-08-26,231.0,164 days 00:00:00.000000000,2020-08-19,2.0,-7 days +00:00:00.000000000,157 days 00:00:00.000000000,2020-04-14,1.0,127.0,0.0,0.0,,73.37823529411759,78.21686274509787,30.392156862745093,-45.516666666666666,-39.82222222222222,-16.322222222222223,-50.69259259259259,-33.01190476190476,22.820224719101123,-37.07312169312169
Saudi Arabia,SAU2020-08-31,SAU,2020-03-03,2020-05-27,88.46,74.46,85 days 00:00:00.000000000,34813867.0,15.322,31.9,2020-03-03,0 days 00:00:00.000000000,77.33732026143792,2020-06-18,4919.0,107 days 00:00:00.000000000,2020-07-06,58.0,18 days 00:00:00.000000000,125 days 00:00:00.000000000,2020-04-02,157.0,1720.0,6.0,16.0,,77.42562091503265,80.4201960784315,60.37581699346405,-44.39920634920635,-20.547619047619047,-46.52991452991453,-61.06701030927835,-34.95952380952381,17.830119375573922,-41.50065480910841
Senegal,SEN2020-08-31,SEN,2020-03-14,2020-04-11,76.28,62.28,28 days 00:00:00.000000000,16743930.0,82.32799999999997,18.7,2020-03-03,-11 days +00:00:00.000000000,63.05934640522867,2020-08-13,207.0,152 days 00:00:00.000000000,2020-08-07,9.0,-6 days +00:00:00.000000000,157 days 00:00:00.000000000,2020-04-02,15.0,190.0,1.0,1.0,,57.613921568627326,62.50771241830046,66.09477124183006,-37.74594594594595,-21.166666666666668,-23.464114832535884,-52.09119496855346,-12.808300395256918,15.030405405405405,-29.455244561791773
Serbia,SRB2020-08-31,SRB,2020-03-06,2020-03-31,85.26,71.26,25 days 00:00:00.000000000,6804596.0,80.291,41.2,2020-03-07,1 days 00:00:00.000000000,56.60254901960782,2020-07-27,467.0,143 days 00:00:00.000000000,2020-07-11,18.0,-16 days +00:00:00.000000000,126 days 00:00:00.000000000,2020-04-06,284.0,1908.0,7.0,51.0,,55.5245098039216,59.0961437908497,42.892156862745104,-47.602739726027394,-24.753424657534246,-26.698630136986303,-51.57534246575342,-44.986301369863014,14.082191780821917,-39.12328767123287
Seychelles,SYC2020-08-31,SYC,2020-03-15,2020-04-09,81.41,67.41,25 days 00:00:00.000000000,98340.0,208.354,36.2,2020-03-15,0 days 00:00:00.000000000,49.90222222222216,2020-07-07,70.0,114 days 00:00:00.000000000,2020-03-15,0.0,-114 days +00:00:00.000000000,0 days 00:00:00.000000000,2020-04-14,0.0,10.0,0.0,0.0,,48.008888888888855,54.43150326797386,25.0,,,,,,,
Sierra Leone,SLE2020-08-31,SLE,2020-04-01,2020-05-03,82.05,68.05,32 days 00:00:00.000000000,7976985.0,104.7,19.1,2020-04-01,0 days 00:00:00.000000000,56.10071895424854,2020-05-25,86.0,54 days 00:00:00.000000000,2020-05-15,5.0,-10 days +00:00:00.000000000,44 days 00:00:00.000000000,2020-05-01,8.0,124.0,3.0,7.0,,57.469084967320136,62.17078431372539,22.7124183006536,,,,,,,
Singapore,SGP2020-08-31,SGP,2020-01-20,2020-05-26,84.62,70.62,127 days 00:00:00.000000000,5850343.0,7915.731,42.4,2020-01-24,4 days 00:00:00.000000000,71.70888888888899,2020-04-21,1426.0,92 days 00:00:00.000000000,2020-03-22,2.0,-30 days +00:00:00.000000000,58 days 00:00:00.000000000,2020-02-23,3.0,89.0,0.0,0.0,,66.21856209150327,69.33235294117645,84.80392156862743,-23.4,-7.969230769230769,-18.338461538461537,-28.784615384615385,-18.015384615384615,15.353846153846154,-19.301538461538463
Slovakia,SVK2020-08-31,SVK,2020-03-07,2020-04-08,83.97,69.97,32 days 00:00:00.000000000,5459643.0,113.128,41.2,2020-03-07,0 days 00:00:00.000000000,61.3367973856209,2020-08-22,123.0,168 days 00:00:00.000000000,2020-04-16,4.0,-128 days +00:00:00.000000000,40 days 00:00:00.000000000,2020-04-06,14.0,485.0,0.0,0.0,,53.03254901960776,56.579607843137204,87.5,-52.67037037037037,-20.04567901234568,18.13769123783032,-44.43703703703704,-33.64567901234568,12.451851851851853,-26.53221483885369
Slovenia,SVN2020-08-31,SVN,2020-03-05,2020-03-30,86.54,72.54,25 days 00:00:00.000000000,2078932.0,102.619,44.5,2020-03-05,0 days 00:00:00.000000000,59.0614379084966,2020-03-29,59.0,24 days 00:00:00.000000000,2020-04-06,6.0,8 days 00:00:00.000000000,32 days 00:00:00.000000000,2020-04-04,37.0,934.0,4.0,20.0,,51.684183006536045,57.43973856209158,67.97385620915033,-50.6125,-30.908232826428947,-19.06053268765133,-45.93092783505155,-37.627895868163364,12.246315789473684,-36.82801784345904
Somalia,SOM2020-08-31,SOM,2020-03-19,2020-04-11,44.23,30.229999999999997,23 days 00:00:00.000000000,15893219.0,23.5,16.8,2020-03-17,-2 days +00:00:00.000000000,33.312875816993426,2020-05-29,97.0,71 days 00:00:00.000000000,2020-04-23,6.0,-36 days +00:00:00.000000000,37 days 00:00:00.000000000,2020-04-16,20.0,80.0,3.0,5.0,,42.74562091503259,38.328039215686275,5.718954248366012,,,,,,,
South Africa,ZAF2020-08-31,ZAF,2020-03-07,2020-05-29,85.26,71.26,83 days 00:00:00.000000000,59308690.0,46.754,27.3,2020-03-06,-1 days +00:00:00.000000000,79.54915032679754,2020-07-25,13944.0,140 days 00:00:00.000000000,2020-07-23,572.0,-2 days +00:00:00.000000000,139 days 00:00:00.000000000,2020-04-05,80.0,1585.0,2.0,9.0,12294.876,81.68183006535956,84.41699346405233,52.77777777777778,-47.67333333333333,-26.054444444444446,-27.52,-51.678733031674206,-38.43888888888889,20.636666666666667,-38.27307993966817
South Korea,KOR2020-08-31,KOR,2020-02-01,2020-04-06,80.13,66.13,65 days 00:00:00.000000000,51269183.0,527.967,43.4,2020-01-20,-12 days +00:00:00.000000000,60.31843137254891,2020-02-29,909.0,28 days 00:00:00.000000000,2020-03-20,9.0,20 days 00:00:00.000000000,60 days 00:00:00.000000000,2020-02-19,15.0,46.0,0.0,0.0,,53.790915032679614,62.19215686274518,50.0,-18.09090909090909,-0.2987012987012987,20.623376623376622,-15.922077922077921,-7.987012987012987,7.077922077922078,-4.335064935064935
Spain,ESP2020-08-30,ESP,2020-01-31,2020-04-05,81.41,67.41,65 days 00:00:00.000000000,46754783.0,93.105,45.5,2020-02-01,1 days 00:00:00.000000000,68.65697368421043,2020-08-24,19382.0,206 days 00:00:00.000000000,2020-06-19,1179.0,-66 days +00:00:00.000000000,139 days 00:00:00.000000000,2020-03-02,54.0,136.0,0.0,0.0,,67.76684210526327,65.33309210526316,86.92434210526315,-56.16447368421053,-31.12862796833773,-44.16447368421053,-50.436530324400564,-40.660526315789475,16.63681592039801,-44.51092639538977
Sri Lanka,LKA2020-08-31,LKA,2020-02-06,2020-04-07,82.05,68.05,61 days 00:00:00.000000000,21413250.0,341.955,34.1,2020-01-28,-9 days +00:00:00.000000000,62.95803921568624,2020-07-10,256.0,155 days 00:00:00.000000000,2020-03-29,1.0,-103 days +00:00:00.000000000,61 days 00:00:00.000000000,2020-02-27,0.0,1.0,0.0,0.0,,63.78071895424848,67.21568627450982,39.54248366013072,-47.48780487804878,-40.25609756097561,-25.817073170731707,-40.84146341463415,-38.207317073170735,23.597560975609756,-38.5219512195122
Sudan,SDN2020-08-31,SDN,2020-03-14,2020-05-29,80.13,66.13,76 days 00:00:00.000000000,43849269.0,23.258000000000006,19.7,2020-03-14,0 days 00:00:00.000000000,69.1785620915032,2020-06-17,520.0,95 days 00:00:00.000000000,2020-05-30,38.0,-18 days +00:00:00.000000000,77 days 00:00:00.000000000,2020-04-13,0.0,19.0,0.0,2.0,,80.13692810457505,76.17183006535944,30.718954248366014,,,,,,,
Suriname,SUR2020-08-31,SUR,2020-03-15,2020-06-04,78.85,64.85,81 days 00:00:00.000000000,586634.0,3.612,29.6,2020-03-15,0 days 00:00:00.000000000,68.66490196078428,2020-08-19,139.0,157 days 00:00:00.000000000,2020-08-12,9.0,-7 days +00:00:00.000000000,150 days 00:00:00.000000000,2020-04-14,0.0,10.0,0.0,1.0,,82.37248366013084,75.68300653594756,30.065359477124186,,,,,,,
Swaziland,SWZ2020-08-31,SWZ,2020-03-15,2020-04-03,76.28,62.28,19 days 00:00:00.000000000,1160164.0,79.492,21.5,2020-03-15,0 days 00:00:00.000000000,69.56006535947712,2020-07-30,147.0,137 days 00:00:00.000000000,2020-07-29,5.0,-1 days +00:00:00.000000000,136 days 00:00:00.000000000,2020-04-14,1.0,15.0,0.0,0.0,,81.98450980392148,77.66816993464063,25.0,,,,,,,
Sweden,SWE2020-08-31,SWE,2020-03-09,2020-06-04,50.64,36.64,87 days 00:00:00.000000000,10099270.0,24.718000000000004,41.0,2020-02-01,-37 days +00:00:00.000000000,46.56032679738557,2020-06-26,1698.0,109 days 00:00:00.000000000,2020-04-10,115.0,-77 days +00:00:00.000000000,69 days 00:00:00.000000000,2020-03-02,3.0,14.0,0.0,0.0,,41.95372549019614,43.658954248366,62.5,-12.813209494324045,-1.9125379170879677,53.987740805604204,-26.94306049822064,-20.818686868686868,7.013491635186185,-1.6999507945430636
Switzerland,CHE2020-08-31,CHE,2020-02-25,2020-05-11,67.95,53.95,76 days 00:00:00.000000000,8654618.0,214.243,43.1,2020-02-26,1 days 00:00:00.000000000,57.541241830065324,2020-03-28,1390.0,32 days 00:00:00.000000000,2020-04-01,78.0,4 days 00:00:00.000000000,35 days 00:00:00.000000000,2020-03-27,1000.0,10714.0,58.0,161.0,,54.4843137254901,59.37071895424842,47.467320261437905,-47.43165115139637,-6.004186289900575,10.233180428134556,-34.399315946985894,-30.354755784061698,13.989003880983182,-21.591345748841995
Tajikistan,TJK2020-08-31,TJK,2020-05-01,2020-06-20,64.74,50.739999999999995,50 days 00:00:00.000000000,9537642.0,64.281,23.3,2020-05-01,0 days 00:00:00.000000000,52.94845528455286,2020-05-29,463.0,28 days 00:00:00.000000000,2020-05-10,8.0,-19 days +00:00:00.000000000,9 days 00:00:00.000000000,2020-05-31,244.0,3807.0,0.0,47.0,,58.50585365853655,55.443495934959394,39.227642276422756,-27.223529411764705,-21.95294117647059,-19.88235294117647,-34.247058823529414,-21.105882352941176,5.6,-24.88235294117647
Tanzania,TZA2020-08-31,TZA,2020-03-17,2020-04-12,38.46,24.46,26 days 00:00:00.000000000,59734213.0,64.699,17.7,2020-03-17,0 days 00:00:00.000000000,27.344509803921643,2020-04-30,174.0,44 days 00:00:00.000000000,2020-04-30,6.0,0 days 00:00:00.000000000,44 days 00:00:00.000000000,2020-04-16,35.0,88.0,1.0,4.0,,35.47032679738557,32.31718954248361,0.0,-22.525252525252526,-7.75133214920071,-17.07638888888889,-11.657973174366617,-10.301866081229418,6.959798994974874,-13.86256256378763
Thailand,THA2020-08-31,THA,2020-03-06,2020-05-01,81.41,67.41,56 days 00:00:00.000000000,69799978.0,135.132,40.1,2020-01-13,-53 days +00:00:00.000000000,68.53098039215678,2020-03-31,263.0,25 days 00:00:00.000000000,2020-04-04,4.0,4 days 00:00:00.000000000,82 days 00:00:00.000000000,2020-02-12,1.0,33.0,0.0,0.0,16277.671,62.060130718954106,64.65215686274527,89.86928104575163,-34.75555555555555,-8.011111111111111,-36.62222222222222,-45.2,-22.266666666666666,13.377777777777778,-29.371111111111112
Timor,TLS2020-08-31,TLS,2020-03-22,2020-04-17,74.36,60.36,26 days 00:00:00.000000000,1318442.0,87.176,18.0,2020-03-22,0 days 00:00:00.000000000,56.4684967320261,2020-04-17,12.0,26 days 00:00:00.000000000,2020-03-22,0.0,-26 days +00:00:00.000000000,0 days 00:00:00.000000000,2020-04-21,3.0,22.0,0.0,0.0,,43.29490196078439,50.813071895424784,87.58169934640524,,,,,,,
Togo,TGO2020-08-31,TGO,2020-03-16,2020-05-26,68.59,54.59,71 days 00:00:00.000000000,8278737.0,143.366,19.4,2020-03-07,-9 days +00:00:00.000000000,55.510522875817,2020-08-29,39.0,166 days 00:00:00.000000000,2020-04-17,2.0,-134 days +00:00:00.000000000,41 days 00:00:00.000000000,2020-04-06,3.0,44.0,0.0,3.0,1429.8129999999999,60.75444444444443,58.56183006535962,38.72549019607843,-28.88888888888889,-16.666666666666668,-8.585635359116022,-35.666666666666664,-11.511326860841423,16.75,-20.263836888435936
Trinidad and Tobago,TTO2020-08-31,TTO,2020-03-13,2020-04-28,87.18,73.18,46 days 00:00:00.000000000,1399491.0,266.886,36.2,2020-03-13,0 days 00:00:00.000000000,70.21424836601305,2020-08-27,159.0,167 days 00:00:00.000000000,2020-08-29,4.0,2 days 00:00:00.000000000,169 days 00:00:00.000000000,2020-04-12,3.0,112.0,0.0,8.0,,73.09032679738567,73.73921568627436,50.81699346405229,-48.833333333333336,-18.177777777777777,-41.08888888888889,-65.27777777777777,-43.666666666666664,20.177777777777777,-43.40888888888889
