,date_updated,primary_key_reaction_CAN,iso_code_CAN,continent_CAN,location_CAN,population_CAN,population_density_CAN,median_age_CAN,percentage_of_Pop_New_Cases_CAN,percentage_of_Pop_New_Deaths_CAN,percentage_of_Pop_New_Tests_CAN,percentage_of_Pop_Total_Cases_CAN,percentage_of_Pop_Total_Deaths_CAN,percentage_of_Pop_Total_Tests_CAN,primary_key_response_CAN,StringencyIndex_updated_CAN,percentage_change_stringency_CAN,StringencyLegacyIndex_updated_CAN,GovernmentResponseIndex_updated_CAN,percentage_change_GovernmentResponse_CAN,ContainmentHealthIndex_updated_CAN,percentage_change_ContainmentHealth_CAN,EconomicSupportIndex_updated_CAN,percentage_change_EconomicSupport_CAN,primary_key_reaction_US,iso_code_US,continent_US,location_US,population_US,population_density_US,median_age_US,percentage_of_Pop_New_Cases_US,percentage_of_Pop_New_Deaths_US,percentage_of_Pop_New_Tests_US,percentage_of_Pop_Total_Cases_US,percentage_of_Pop_Total_Deaths_US,percentage_of_Pop_Total_Tests_US,primary_key_response_US,StringencyIndex_updated_US,percentage_change_stringency_US,StringencyLegacyIndex_updated_US,GovernmentResponseIndex_updated_US,percentage_change_GovernmentResponse_US,ContainmentHealthIndex_updated_US,percentage_change_ContainmentHealth_US,EconomicSupportIndex_updated_US,percentage_change_EconomicSupport_US,T_new_cases_CAN,T_new_deaths_CAN,T_new_tests_CAN,T_total_cases_updated_CAN,T_total_deaths_updated_CAN,T_total_tests_updated_CAN,T_new_cases_US,T_new_deaths_US,T_new_tests_US,T_total_cases_updated_US,T_total_deaths_updated_US,T_total_tests_updated_US
102,2020-04-12,CAN2020-04-12,CAN,North America,Canada,37742157.0,4.037,41.4,0.0030946826912939818,2.225627962916905e-06,0.008210977448904153,0.06173732995705571,0.0017301607854580225,1.0721459295503433,CAN2020-04-12,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-12,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008577272797458927,5.5316778176701405e-06,0.039781252867140966,0.16010476194167714,0.006225932084464569,1.002532164040368,USA2020-04-12,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00021469124072604607,1.5440123476873177e-05,0.0005696302697003568,0.0042829799658883555,0.00012002857893331171,0.07437930244095485,0.0003383973304096707,2.1824011552256245e-05,0.0015694813594573705,0.0063165793261222005,0.0002456303823423794,0.03955268952872722
103,2020-04-13,CAN2020-04-13,CAN,North America,Canada,37742157.0,4.037,41.4,0.00281912875302808,1.6957165431747847e-06,0.06430210122860758,0.0645564587100838,0.0018997324397755009,1.1364480307789508,CAN2020-04-13,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-13,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008344344146589256,4.531685814585042e-06,0.0323988345627943,0.1684491060882664,0.006679100665923073,1.0349309986031625,USA2020-04-13,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0001955748973737269,1.1763903601427182e-05,0.004460909007859942,0.0044785548632620825,0.0001317924825347389,0.0788402114488148,0.0003292076455889227,1.7878764242700364e-05,0.0012782243707676198,0.006645786971711123,0.0002635091465850798,0.040830913899494836
104,2020-04-14,CAN2020-04-14,CAN,North America,Canada,37742157.0,4.037,41.4,0.00343912511412636,1.6692209721876787e-06,0.05775239608059497,0.06799558382421014,0.0020666545369942687,1.194200426859546,CAN2020-04-14,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-14,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007559758275890766,4.655551893517033e-06,0.045447068584922826,0.1760088643641572,0.007144655855274777,1.080378067188085,USA2020-04-14,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.000238586669916445,1.1580092607654881e-05,0.004006528231254817,0.004717141533178528,0.00014337257514239376,0.08284673968006961,0.00029825354509672747,1.8367450465334175e-05,0.0017930135891957722,0.00694404051680785,0.0002818765970504139,0.04262392748869061
105,2020-04-15,CAN2020-04-15,CAN,North America,Canada,37742157.0,4.037,41.4,0.003664337467516761,3.2589552314140394e-06,0.030830246400596555,0.07165992129172692,0.002392550060135673,1.2250306732601424,CAN2020-04-15,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-15,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00813346970001723,7.274866294347188e-06,0.054005308301960486,0.18414233406417446,0.007872142484709495,1.1343833754900456,USA2020-04-15,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002542106043870905,2.2608752233992863e-05,0.0021388247235344794,0.004971352137565618,0.00016598132737638663,0.0849855644036041,0.0003208880606279861,2.8701376197614982e-05,0.0021306600115072495,0.0072649285774358365,0.0003105779732480289,0.04475458750019786
106,2020-04-16,CAN2020-04-16,CAN,North America,Canada,37742157.0,4.037,41.4,0.0034921162561005717,2.835026095620343e-06,0.06546260723784282,0.07515203754782747,0.002676052669697707,1.2904932804979852,CAN2020-04-16,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-16,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009108084262540657,1.4888098462850055e-05,0.05292072483033648,0.19325041832671505,0.0093609523309945,1.1873041003203821,USA2020-04-16,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00024226288979189103,1.966777633363607e-05,0.004541418223132209,0.005213615027357509,0.00018564910371002272,0.08952698262673629,0.0003593393229259537,5.87377001253516e-05,0.0020878701690863867,0.00762426790036179,0.0003693156733733805,0.04684245766928425
107,2020-04-17,CAN2020-04-17,CAN,North America,Canada,37742157.0,4.037,41.4,0.004549289538486103,4.8486894906404006e-06,0.04224188882474311,0.0797013270863136,0.0031609216187617477,1.3327351693227285,CAN2020-04-17,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-17,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0095669929793643,6.945563791820674e-06,0.052168162872727734,0.20281741130607936,0.010055508710176568,1.23947226319311,USA2020-04-17,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003156034763070386,3.363741186033085e-05,0.0029304986737117744,0.005529218503664547,0.00021928651557035357,0.09245748130044808,0.00037744455151572827,2.7402185995978757e-05,0.002058179501267342,0.00800171245187752,0.00039671785936935925,0.04890063717055159
108,2020-04-18,CAN2020-04-18,CAN,North America,Canada,37742157.0,4.037,41.4,0.004745356763790686,3.0734862345042977e-06,0.03500859794526317,0.08444668385010427,0.003468270242212177,1.3677437672679915,CAN2020-04-18,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-18,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009315031248073372,1.1389637013990406e-05,0.05161016129275848,0.21213244255415276,0.011194472411575607,1.2910824244858679,USA2020-04-18,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003292054898461888,2.1322075277586766e-05,0.0024286946607133962,0.005858423993510736,0.00024060859084794033,0.09488617596116147,0.0003675039585967869,4.4935294129986916e-05,0.0020361647828964972,0.008369216410474306,0.0004416531534993462,0.05093680195344809
109,2020-04-19,CAN2020-04-19,CAN,North America,Canada,37742157.0,4.037,41.4,0.0038921993780058725,4.186300215962748e-06,0.05258311018101058,0.08833888322811015,0.0038869002638084525,1.4203268774490023,CAN2020-04-19,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-19,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009946144025851249,5.607205914579892e-06,0.03976916837163541,0.22207858658000398,0.011755193003033598,1.3308515928575035,USA2020-04-19,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002700183498515083,2.9042137016023355e-05,0.00364791298240506,0.0061284423433622445,0.0002696507278639637,0.09853408894356652,0.0003924031175987876,2.212199095630125e-05,0.0015690045924108985,0.008761619528073092,0.0004637751444556474,0.052505806545858985
110,2020-04-20,CAN2020-04-20,CAN,North America,Canada,37742157.0,4.037,41.4,0.0038047639937484243,2.9939995215429785e-06,0.0516372182967709,0.09214364722185857,0.004186300215962749,1.4719640957457734,CAN2020-04-20,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-20,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007432266848307108,5.3534315089631305e-06,0.0462926811579244,0.2295108534283111,0.01229053615392991,1.377144274015428,USA2020-04-20,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002639525870570224,2.0770642296269867e-05,0.0035822924576283492,0.006392394930419267,0.00029042137016023354,0.10211638140119488,0.00029322365275644775,2.112078015871003e-05,0.0018263753632726512,0.00905484318082954,0.00048489592461435746,0.05433218190913164
111,2020-04-21,CAN2020-04-21,CAN,North America,Canada,37742157.0,4.037,41.4,0.005420993823961889,2.9145128085816614e-06,0.02750240268461604,0.09756464104582044,0.004477751496820915,1.4994664984303891,CAN2020-04-21,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-21,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008478784159088612,5.610227038456282e-06,0.06416444156109724,0.2379896375873997,0.012851558857775535,1.4413087155765254,USA2020-04-21,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003760772932581252,2.0219209314952968e-05,0.001907958115356471,0.006768472223677392,0.0003106405794751865,0.10402433951655135,0.0003345116789809238,2.213391013246305e-05,0.002531466148300106,0.009389354859810465,0.0005070298347468205,0.05686364805743174
112,2020-04-22,CAN2020-04-22,CAN,North America,Canada,37742157.0,4.037,41.4,0.004212795786949854,3.815362222143267e-06,0.02760043629726833,0.10177743683277032,0.004859287719035242,1.5270669347276575,CAN2020-04-22,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-22,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.011265468822670774,7.6253166640084305e-06,0.0659650313914257,0.2492551064100705,0.013614090524176385,1.5072737469679511,USA2020-04-22,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002922594800979565,2.6468783103211158e-05,0.001914759122126046,0.0070607317037753485,0.0003371093625783977,0.1059390986386774,0.0004444541598973692,3.0084000632383813e-05,0.0026025044382244357,0.009833809019707833,0.0005371138353792044,0.05946615249565618
113,2020-04-23,CAN2020-04-23,CAN,North America,Canada,37742157.0,4.037,41.4,0.0046791178363229215,3.7093799381948416e-06,0.11592607173988492,0.10645655466909323,0.005230225712854726,1.6429930064675424,CAN2020-04-23,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-23,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0053135526737947796,5.199354191267238e-06,0.06423120839876546,0.2545686590838653,0.014134025943303109,1.5715049553667166,USA2020-04-23,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003246102150018813,2.573353912812196e-05,0.008042282410519429,0.00738534191877723,0.0003628429017065196,0.11398138104919682,0.00020963447033374268,2.0512902174458216e-05,0.0025341002862318642,0.010043443490041576,0.0005576267375536625,0.06200025278188804
114,2020-04-24,CAN2020-04-24,CAN,North America,Canada,37742157.0,4.037,41.4,0.005087149629524354,4.557238209782233e-06,0.061726731728660875,0.1115437042986176,0.005685949533832949,1.7047197381962031,CAN2020-04-24,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-24,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008018969105102051,9.604152803043898e-06,0.07298431060583029,0.2625876281889673,0.015094441223607497,1.6444892659725467,USA2020-04-24,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003529171080428154,3.161549092883555e-05,0.004282244721913266,0.007738259026820045,0.0003944583926353552,0.11826362577111009,0.00031637069286266384,3.789106101836297e-05,0.0028794345771677027,0.01035981418290424,0.0005955177985720255,0.06487968735905575
115,2020-04-25,CAN2020-04-25,CAN,North America,Canada,37742157.0,4.037,41.4,0.0047109125215074495,4.1333090739885375e-06,0.06931241370226933,0.11625461682012506,0.006099280441231803,1.7740321518984727,CAN2020-04-25,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-25,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.006450703700867988,3.1842645657150888e-06,0.0631315193077595,0.2690383318898353,0.015412867680179004,1.7076207852803065,USA2020-04-25,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003268159469271489,2.8674515028478754e-05,0.0048084955970833605,0.008065074973747194,0.00042313290766383396,0.12307212136819345,0.0002544982494067588,1.2562811674537455e-05,0.0024907144850029113,0.010614312432310999,0.000608080610246563,0.06737040184405865
116,2020-04-26,CAN2020-04-26,CAN,North America,Canada,37742157.0,4.037,41.4,0.0038789515925123203,4.3187780708982805e-06,0.058568459666997835,0.12013356841263735,0.006531158248321631,1.8326006115654705,CAN2020-04-26,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-26,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.014661212059733166,6.5618810595191395e-06,0.0588789853393529,0.2836995439495685,0.01606905578613092,1.7664997706196592,USA2020-04-26,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002690992948826468,2.996119198488485e-05,0.0040631420173366855,0.008334174268629842,0.00045309409964871877,0.12713526338553013,0.000578425699956004,2.5888450623430128e-05,0.002322940161349411,0.011192738132267004,0.0006339690608699931,0.06969334200540807
117,2020-04-27,CAN2020-04-27,CAN,North America,Canada,37742157.0,4.037,41.4,0.004088266603310457,2.517079243775071e-06,0.06832677846154897,0.12422183501594786,0.006782866172699139,1.90092739002702,CAN2020-04-27,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-27,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008113832394820697,5.096635979469977e-06,0.06444510396921388,0.2918133763443892,0.016578719384077914,1.8309448745888728,USA2020-04-27,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00028362036339065844,1.7462044408368472e-05,0.004740117907400065,0.0086177946320205,0.00047055614405708724,0.1318753812929302,0.0003201133141774691,2.010765018495701e-05,0.0025425390629544185,0.011512851446444473,0.0006540767110549501,0.07223588106836248
118,2020-04-28,CAN2020-04-28,CAN,North America,Canada,37742157.0,4.037,41.4,0.0042525391434305145,3.894848935104584e-06,0.06202083256661775,0.12847437415937832,0.007172351066209597,1.9629482225936372,CAN2020-04-28,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-28,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.006809915329770762,4.135918586777948e-06,0.072659841901506,0.29862329167416,0.01699231124275571,1.9036047164903789,USA2020-04-28,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00029501664500454104,2.7020216084528057e-05,0.004302647742221992,0.008912811277025041,0.0004975763601416153,0.1361780290351522,0.00026867014986313925,1.631735216550453e-05,0.002866633381969929,0.01178152159630761,0.0006703940632204546,0.07510251445033242
119,2020-04-29,CAN2020-04-29,CAN,North America,Canada,37742157.0,4.037,41.4,0.004043224132632377,4.027326790040113e-06,0.046507675753667176,0.1325175982920107,0.007575083745213608,2.0094558983473045,CAN2020-04-29,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-29,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007290576138504414,6.374571379182959e-06,0.0856071703861631,0.3059138678126644,0.01762976838067401,1.989211886876542,USA2020-04-29,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00028049557649652935,2.7939271053389557e-05,0.003226434373685177,0.00919330685352157,0.0005255156311950048,0.13940446340883736,0.00028763355913656347,2.514946170139851e-05,0.00337744159556004,0.012069155155444175,0.0006955435249218531,0.07847995604589246
120,2020-04-30,CAN2020-04-30,CAN,North America,Canada,37742157.0,4.037,41.4,0.0041651037591730646,3.629893225233523e-06,0.07914492009558435,0.13668270205118374,0.007938073067736959,2.0886008184428886,CAN2020-04-30,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-04-30,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00825552310462339,7.888154441254363e-06,0.09042918620526924,0.3141693909172877,0.018418583824799443,2.079641073081812,USA2020-04-30,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002889508822100551,2.518210614680506e-05,0.005490618194972365,0.009482257735731626,0.00055069773734181,0.14489508160380973,0.00032570340779735344,3.112096895846043e-05,0.003567683566278534,0.012394858563241528,0.0007266644938803136,0.08204763961217099
121,2020-05-01,CAN2020-05-01,CAN,North America,Canada,37742157.0,4.037,41.4,0.004369119655773781,4.98116734557593e-06,0.1164188893602451,0.14105182170695754,0.008436189802294554,2.2050197078031344,CAN2020-05-01,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-01,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.009038296300996044,6.1630927078356575e-06,0.0856349647258259,0.3232076872182838,0.01903489309558301,2.165276037807637,USA2020-05-01,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00030310432873052224,3.455646682919235e-05,0.008076471255361078,0.009785362064462148,0.0005852542041710023,0.1529715528591708,0.00035658599323257786,2.4315119370072495e-05,0.0033785381597669258,0.012751444556474105,0.000750979613250386,0.08542617777193791
122,2020-05-02,CAN2020-05-02,CAN,North America,Canada,37742157.0,4.037,41.4,0.0048354417051468465,5.484583194330944e-06,0.0,0.1458872634121044,0.008984648121727648,2.2050197078031344,CAN2020-05-02,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-02,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.010258226122282341,6.229557433116238e-06,0.08171263959710873,0.3334659133405661,0.019657848838894636,2.246988677404746,USA2020-05-02,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00033545506363444696,3.804887571086604e-05,0.0,0.010120817128096595,0.0006233030798818683,0.1529715528591708,0.00040471562657392723,2.45773412456321e-05,0.0032237914956582733,0.013156160183048033,0.0007755569544960182,0.08864996926759619
123,2020-05-03,CAN2020-05-03,CAN,North America,Canada,37742157.0,4.037,41.4,0.004379717884168623,4.6367249227435505e-06,0.0,0.15026698129627306,0.009448320614002005,2.367352772126935,CAN2020-05-03,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-03,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008848267609171116,3.978820145205667e-06,0.05368114171002385,0.3423141809497373,0.0200557308534152,2.30066981911477,USA2020-05-03,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0003038395727056114,3.216692391015245e-05,0.0,0.010424656700802205,0.0006554700037920207,0.16423328482561206,0.0003490888314268055,1.569755500509092e-05,0.0021178707354856377,0.013505249014474838,0.0007912545095011091,0.09076784000308183
124,2020-05-04,CAN2020-05-04,CAN,North America,Canada,37742157.0,4.037,41.4,0.00731277759244126,3.0734862345042977e-06,0.06856523860043293,0.15757975888871428,0.00975566923745243,2.4359180107273684,CAN2020-05-04,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-04,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007544350544121177,3.918397667677867e-06,0.06267200636616058,0.3498585314938584,0.020447570620182987,2.3633418254809304,USA2020-05-04,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0005073183428115473,2.1322075277586766e-05,0.004756660896839572,0.010931975043613753,0.0006767920790696076,0.16898994572245163,0.00029764566711247564,1.5459171481854916e-05,0.002472585418060813,0.013802894681587314,0.0008067136809829641,0.09324042542114264
125,2020-05-05,CAN2020-05-05,CAN,North America,Canada,37742157.0,4.037,41.4,0.00343912511412636,4.557238209782233e-06,0.056167960935566016,0.16101888400284065,0.010211393058430657,2.492085971662934,CAN2020-05-05,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-05,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00682562517392799,3.7824470932403143e-06,0.10790125191959568,0.3566841566677864,0.020825815329507016,2.471243077400526,USA2020-05-05,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.000238586669916445,3.161549092883555e-05,0.0038966092569789816,0.011170561713530197,0.0007084075699984431,0.17288655497943062,0.00026928994702355287,1.4922808554573903e-05,0.004257005281243928,0.014072184628610868,0.0008216364895375379,0.09749743070238656
126,2020-05-06,CAN2020-05-06,CAN,North America,Canada,37742157.0,4.037,41.4,0.0033755357437573056,5.0076629165630364e-06,0.005190482356374067,0.16439441974659794,0.010712159350086958,2.497276454019308,CAN2020-05-06,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-06,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007202661433701465,6.47728959098022e-06,0.09217811481731142,0.3638868181014879,0.02147354428860504,2.5634211922178376,USA2020-05-06,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00023417520606590985,3.474027782296465e-05,0.00036008573679993514,0.011404736919596108,0.0007431478478214077,0.17324664071623055,0.0002841650788734796,2.555471369089972e-05,0.0036366836770791956,0.014356349707484346,0.0008471912032284376,0.10113411437946576
127,2020-05-07,CAN2020-05-07,CAN,North America,Canada,37742157.0,4.037,41.4,0.003841857793130371,5.0076629165630364e-06,0.15726711115106642,0.16823627753972833,0.011212925641743265,2.6545435651703744,CAN2020-05-07,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-07,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007289367688953859,7.108704481145735e-06,0.10993265561408036,0.3711761857904417,0.02218441473671961,2.6733538478319177,USA2020-05-07,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002665259409698346,3.474027782296465e-05,0.010910285346348622,0.011671262860565943,0.0007778881256443724,0.1841569260625792,0.00028758588243191625,2.804582150871597e-05,0.004337149821755872,0.014643935589916264,0.0008752370247371536,0.10547126420122163
128,2020-05-08,CAN2020-05-08,CAN,North America,Canada,37742157.0,4.037,41.4,0.0037782684227613173,4.663220493730658e-06,0.0798311553841504,0.17201454596248966,0.01167924769111633,2.734374720554525,CAN2020-05-08,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-08,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.00857062632493087,6.764296359237272e-06,0.11815132100741176,0.3797468121153726,0.02286084437264334,2.791505168839329,USA2020-05-08,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002621144771192994,3.235073490392475e-05,0.00553822524235939,0.011933377337685241,0.0008102388605482971,0.18969515130493858,0.0003381351085341111,2.6687035426270743e-05,0.004661399090061486,0.014982070698450374,0.0009019240601634244,0.11013266329128311
129,2020-05-09,CAN2020-05-09,CAN,North America,Canada,37742157.0,4.037,41.4,0.004006130333250428,4.265786928924069e-06,0.09427919024341933,0.17602067629574006,0.012105826384008736,2.8286539107979443,CAN2020-05-09,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-09,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.008144043633584598,4.561897053348942e-06,0.09337266719803602,0.3878908557489572,0.02331703407797824,2.884877836037365,USA2020-05-09,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.0002779222225837172,2.9593569997340254e-05,0.00654054659139974,0.01221129956026896,0.0008398324305456374,0.19623569789633832,0.00032130523179364914,1.7997956004318366e-05,0.003683812099622954,0.015303375930244023,0.0009199220161677427,0.11381647539090607
130,2020-05-10,CAN2020-05-10,CAN,North America,Canada,37742157.0,4.037,41.4,0.003359638401165042,3.2854508024011452e-06,0.06791609711124884,0.1793803146969051,0.01243437146424885,2.896570007909194,CAN2020-05-10,72.69,0.0,74.52,73.4,0.0,73.11,0.0,75.0,0.0,USA2020-05-10,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.007737702472210139,4.876093936493505e-06,0.06357713507952703,0.3956285582211673,0.023804643471627585,2.9484549711168926,USA2020-05-10,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00023307234010327605,2.2792563227765165e-05,0.004711627203365359,0.012444371900372234,0.0008626249937734025,0.20094732509970367,0.0003052739398560278,1.923755032514559e-05,0.0025082952698415664,0.015608649870100052,0.0009391595664928883,0.11632477066074765
131,2020-05-11,CAN2020-05-11,CAN,North America,Canada,37742157.0,4.037,41.4,0.0030363924351223485,4.71621163570487e-06,0.06815190769303409,0.18241670713202746,0.012905992627819338,2.964721915602227,CAN2020-05-11,70.83,-2.5588113908378007,70.95,72.12,-1.743869209809268,71.59,-2.079058952263701,75.0,0.0,USA2020-05-11,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.006120192748790919,2.2175049252702805e-06,0.10455384666455553,0.4017487509699582,0.024026393964154614,3.0530088177814485,USA2020-05-11,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00021064739886305546,3.271835689146935e-05,0.004727986381811093,0.012655019299235291,0.0008953433506648719,0.20567531148151477,0.00024145867068574932,8.748675302761378e-06,0.004124940809371181,0.0158501085407858,0.0009479082417956497,0.12044971147011882
132,2020-05-12,CAN2020-05-12,CAN,North America,Canada,37742157.0,4.037,41.4,0.003001948192839111,3.232459660426933e-06,0.07083060991983049,0.18541865532486654,0.013229238593862032,3.035552525522057,CAN2020-05-12,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0,USA2020-05-12,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.005473370126855813,3.4924192011068717e-06,0.11988484188768435,0.4072221210968141,0.0243756358842653,3.1728936596691333,USA2020-05-12,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00020825785594401558,2.2424941240220565e-05,0.004913819296514888,0.012863277155179306,0.0009177682919050924,0.21058913077802965,0.00021593971452333498,1.377856764304108e-05,0.004729791322877896,0.016066048255309134,0.0009616868094386908,0.12517950279299672
133,2020-05-13,CAN2020-05-13,CAN,North America,Canada,37742157.0,4.037,41.4,0.003115879148083667,4.663220493730658e-06,0.06278655456814511,0.18853453447295024,0.013695560643235096,3.098339080090202,CAN2020-05-13,70.83,0.0,70.95,72.12,0.0,71.59,0.0,75.0,0.0,USA2020-05-13,USA,North America,United States,331002647.0,35.60800000000001,38.3,0.0066609739226647325,5.144973961492217e-06,0.12524643043111375,0.4138830950194788,0.024890133280414527,3.298140090100246,USA2020-05-13,72.69,0.0,72.14,71.47,0.0,73.11,0.0,62.5,0.0,0.00021616172867622445,3.235073490392475e-05,0.004355769119422186,0.013079438883855531,0.0009501190268090172,0.21494489989745183,0.00026279399601537173,2.0298357003545813e-05,0.004941320942221365,0.016328842251324506,0.0009819851664422366,0.13012082373521808
